ec5_uuid,created_at,uploaded_at,created_by,title,2_Site_Name,3_Survey_Type,4_Plot_,5_Date,6_Time,7_Visit_,8_Observer,9_Distance_Observed_,10_Sex,11_Turtle_ID,12_Status,13_Age,14_Capture_Type,lat_15_GPS,long_15_GPS,accuracy_15_GPS,UTM_Northing_15_GPS,UTM_Easting_15_GPS,UTM_Zone_15_GPS,16_Carapace_Photo,17_Plastron_Photo,18_SCL_mm,19_CW_mm,20_SH_mm,21_Mass_g,22_Plastron_Wear_,23_Visible_Annuli_Le,24_Gravid,25_Health,26_Injuries,27_Mower_Related_Inj,28_Injuries_OtherDet,29_Scute_Morph,30_Scute_Morph_Other,31_Macrohabitat,32_Microhabitat,33_Habitat_Other,34_Distance_from_mow,35_Behavior,36_Behavior_Other,37_Calipers_Used,38_Notch_Code_System,39_Comments
edf1f88e-6f48-416b-aff1-058939ea47d2,2023-05-07T16:35:08.083Z,2023-05-08T13:50:32.000Z,maxearle32@gmail.com,"Male 260",Clifton,"Search-Encounter (SCR Method)",2,05/07/2023,12:25,2,MPE,1,Male,260,Alive,Adult,"New/Initial Capture",38.779879,-77.803543,5,4296083,256464,18S,edf1f88e-6f48-416b-aff1-058939ea47d2_1683477068.jpg,edf1f88e-6f48-416b-aff1-058939ea47d2_1683477083.jpg,127,105,58,385,10,12,NA,Healthy,None,No,,Normal,,"Early successional forest","Leaf litter",,"1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
62570f5b-9127-4e2b-bf81-c98ec7a7ff25,2023-05-07T16:26:52.193Z,2023-05-07T16:55:05.000Z,turtleconservationecology@gmail.com,Unknown,Clifton,"Search-Encounter (SCR Method)",2,05/07/2023,12:25,2,"Nate Weisenbeck",4,Unknown,,Dead,Adult,"New/Initial Capture",38.780124,-77.803487,5,4296110,256470,18S,,,,,,,,,,,,,,,,"Early successional forest","Leaf litter",,"20+ m",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
a11ee858-6b3e-406b-8094-528d54faaf38,2023-05-07T15:49:24.576Z,2023-05-08T13:50:30.000Z,maxearle32@gmail.com,Unknown,Clifton,"Search-Encounter (SCR Method)",2,05/07/2023,11:46,2,MPE,3,Unknown,,Dead,Adult,"New/Initial Capture",38.775652,-77.803648,5,4295614,256441,18S,a11ee858-6b3e-406b-8094-528d54faaf38_1683474427.jpg,,,,,,,,,,,,,,,"Early successional forest","Leaf litter",,"1-5 m",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Top portion of Carrabis found sticking up out of leaf litter"
a3783e38-28b1-4d7b-8259-a0d05cad36ac,2023-05-07T15:12:06.346Z,2023-05-07T16:55:03.000Z,turtleconservationecology@gmail.com,"Male 259",Clifton,"Search-Encounter (SCR Method)",2,05/07/2023,11:02,2,"Jess Meck",1.5,Male,259,Alive,Adult,"New/Initial Capture",38.778542,-77.801958,5,4295930,256597,18S,a3783e38-28b1-4d7b-8259-a0d05cad36ac_1683472213.jpg,a3783e38-28b1-4d7b-8259-a0d05cad36ac_1683472221.jpg,138,105,74,510,50,13,NA,Healthy,Plastron,No,"Minor hole in R anal plate",Normal,,"Early successional forest",Bushes/Shrubs,,"1-5 m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
da1321fb-a777-43b3-b5f5-5b3c04ebd8a3,2023-05-06T20:06:09.737Z,2023-05-08T13:50:28.000Z,maxearle32@gmail.com,"Female 2006",SCBI,"Track only",2,05/06/2023,16:04,,MPE,2.5,Female,2006,Alive,Adult,Recapture,38.903649,-78.160811,5,4309917,746204,17S,,,,,,,,,Unknown,Healthy,None,No,,,,"Mature Forest","Downed tree/log","Foraging next to rotting log",NA,Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Found through radio telemetry"
3e9f7c5f-677d-4235-b209-da265ef2340e,2023-05-06T19:56:23.962Z,2023-05-08T13:50:26.000Z,maxearle32@gmail.com,"Female 2009",SCBI,"Track only",2,05/06/2023,15:52,,MPE,2,Female,2009,Alive,Adult,Recapture,38.904087,-78.160528,5,4309966,746227,17S,,,,,,,,,,Healthy,None,No,,,,"Early successional forest",Bushes/Shrubs,"In early successional forest that borders mature forest",NA,"Active, Alert",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Found through radio telemetry"
3bdd8da5-609d-4306-bfd7-9fdd73837cb3,2023-05-05T18:27:35.274Z,2023-05-05T22:17:23.000Z,maxearle32@gmail.com,"Male 2004",SCBI,"Track only",2,05/05/2023,14:25,,MPE,3.6,Male,2004,Alive,Adult,Recapture,38.90391,-78.161401,5,4309944,746152,17S,3bdd8da5-609d-4306-bfd7-9fdd73837cb3_1683311197.jpg,,,,,,,,NA,Healthy,Carapace,No,"Chipping on Nucal scute and RM1",Normal,,"Early successional forest",Grasses,,NA,Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
b437b489-746f-47b4-b9b1-7e9bdbac3bf5,2023-05-05T17:02:33.950Z,2023-05-05T22:17:21.000Z,maxearle32@gmail.com,Male,,Incidental,,05/05/2023,12:55,,MPE,1,Male,,Alive,Adult,"New/Initial Capture",38.656387,-78.149708,5,4282501,748023,17S,b437b489-746f-47b4-b9b1-7e9bdbac3bf5_1683305931.jpg,b437b489-746f-47b4-b9b1-7e9bdbac3bf5_1683305945.jpg,,,,,,,,"URT distress, Other",None,No,"Wheezing, swollen eyes, pale back legs that lack muscle, not weighed by feels extremely light for relative size",Normal,,"Early successional forest","Seep/Wet area","In small running seep on edge of beaver pond","20+ m",Walking,"Was found walking but with eyes closed due to possible cold or infection","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Frank property"
393ffd6e-4ec0-4752-9733-5f802a616a52,2023-05-04T18:57:14.157Z,2023-05-05T22:17:19.000Z,maxearle32@gmail.com,Unknown,,Incidental,,05/04/2023,14:50,,MPE,10,Unknown,,Dead,Adult,Other,38.914009,-78.099622,5,4311234,751475,17S,,,,,,,,,,,"Carapace, Plastron",No,"Struck by car on entrance to Route 66",,,"Early successional forest",Road/Footpath,"Asphalt road on highway entrance",Unknown,,"Was approximately halfway across road headed towards South embankment, and was struck","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","GPS point will be directly in front of yield sign on Highway 66 entrance from front Royal"
d841846a-e26a-4008-8552-9673c8b127f8,2023-04-29T20:12:48.473Z,2023-04-29T23:06:05.000Z,maxearle32@gmail.com,"Male 2010",SCBI,"Search-Encounter (SCR Method)",1,04/29/2023,16:05,3,MPE,4.5,Male,2010,Alive,Adult,"New/Initial Capture",38.896698,-78.145452,5,4309187,747561,17S,d841846a-e26a-4008-8552-9673c8b127f8_1682798882.jpg,d841846a-e26a-4008-8552-9673c8b127f8_1682798901.jpg,133,97,57,427,90,2,NA,Healthy,Carapace,No,"Mild chipping on third right plural",Normal,,"Mature Forest","Leaf litter",,NA,Feeding/Foraging,"Was actively feeding when approached","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
314d52c2-59e6-41dc-8388-1a4c4ec99e78,2023-04-29T16:37:49.238Z,2023-04-29T18:25:52.000Z,maxearle32@gmail.com,Male,Clifton,"Search-Encounter (SCR Method)",1,04/29/2023,12:35,3,MPE,1,Male,,Dead,Adult,"New/Initial Capture",38.785986,-77.799512,5,4296750,256835,18S,314d52c2-59e6-41dc-8388-1a4c4ec99e78_1682786139.jpg,,,,,,,,,,Carapace,No,"Dead under downed tree, large cracked portion of carapace, may have died from tree falling on it over winter or may have been cracked postmortem",,,"Mature Forest","Downed tree/log","In leaf litter under broken downed tree",NA,"In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Individual was in advanced stage of decay and was thus not collected, will cover and come back later this spring to collect"
1777bca9-317b-4aa2-9245-5d10928e1c24,2023-04-29T16:16:57.609Z,2023-04-29T18:25:49.000Z,maxearle32@gmail.com,"Male 258",Clifton,"Search-Encounter (SCR Method)",1,04/29/2023,12:00,3,EIK,2,Male,258,Alive,Adult,"New/Initial Capture",38.785041,-77.799096,5,4296644,256868,18S,1777bca9-317b-4aa2-9245-5d10928e1c24_1682784709.jpg,1777bca9-317b-4aa2-9245-5d10928e1c24_1682784720.jpg,129,97,61,450,40,8,NA,Healthy,None,No,,"Irregular (Specify)","13 M’s on both sides","Mature Forest","Leaf litter",,NA,"In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
8c3520a0-2a01-49a6-a576-efc59fc5b52d,2023-04-29T15:27:43.065Z,2023-04-29T18:25:46.000Z,maxearle32@gmail.com,Male,Clifton,"Search-Encounter (SCR Method)",1,04/29/2023,11:05,3,MPE,3,Male,,Alive,Adult,Uncertain,38.783411,-77.80033,5,4296466,256755,18S,8c3520a0-2a01-49a6-a576-efc59fc5b52d_1682781611.jpg,8c3520a0-2a01-49a6-a576-efc59fc5b52d_1682781618.jpg,123,111,60,445,20,8,NA,Other,"Carapace, Plastron, Laceration",No,"Extensive damage to entire shell, multiple Marginals chewed and broken off. Tooth holes and scrapes present and large amounts of bone exposed due to keratin missing. Still bloody from some canine attack, taken to Blue ridge wildlife center for treatment. Still in surprisingly good shape, all limbs intact and even came out of shell.","Irregular (Specify)","See injury notes","Early successional forest",Grasses,,"1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
21a1ff71-35bc-4481-9aba-c6cd0f5a0c9d,2023-04-27T18:36:38.734Z,2023-04-29T18:25:44.000Z,maxearle32@gmail.com,"Female 257",Clifton,"Search-Encounter (SCR Method)",2,04/27/2023,14:30,1,MPE,1,Female,257,Alive,Adult,"New/Initial Capture",38.776457,-77.802982,5,4295702,256501,18S,21a1ff71-35bc-4481-9aba-c6cd0f5a0c9d_1682620821.jpg,21a1ff71-35bc-4481-9aba-c6cd0f5a0c9d_1682620849.jpg,128,102,66,507,10,10,No,Healthy,None,No,,,,"Early successional forest",Bushes/Shrubs,"Under bush just off mower path","1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
7b757daf-5d18-4f42-af0f-f0844b4f368c,2023-04-27T18:11:08.726Z,2023-04-29T18:25:41.000Z,maxearle32@gmail.com,"Female 256",Clifton,"Search-Encounter (SCR Method)",2,04/27/2023,14:01,1,MC,3.9,Female,256,Alive,Adult,"New/Initial Capture",38.777173,-77.802794,5,4295781,256520,18S,7b757daf-5d18-4f42-af0f-f0844b4f368c_1682618682.jpg,7b757daf-5d18-4f42-af0f-f0844b4f368c_1682618706.jpg,124,99,64,447,5,9,,Healthy,None,,,Normal,,"Early successional forest","Leaf litter",,"1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
3d25f5ed-bee0-4750-8f0b-259e6a121bf4,2023-04-27T15:37:48.264Z,2023-04-29T18:25:38.000Z,maxearle32@gmail.com,"Female 255",Clifton,"Search-Encounter (SCR Method)",1,04/27/2023,11:25,2,MPE,2,Female,255,Alive,Adult,"New/Initial Capture",38.787784,-77.799407,5,4296949,256850,18S,3d25f5ed-bee0-4750-8f0b-259e6a121bf4_1682609533.jpg,3d25f5ed-bee0-4750-8f0b-259e6a121bf4_1682609542.jpg,129,101,61,495,50,10,NA,Healthy,None,,,Normal,,"Mature Forest","Leaf litter",,"20+ m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
a0e586b2-9db5-493a-ac26-a825518b0b07,2023-04-27T15:21:13.255Z,2023-04-29T18:25:36.000Z,maxearle32@gmail.com,"Male 254",Clifton,"Search-Encounter (SCR Method)",1,04/27/2023,11:12,2,EIK,1.5,Male,254,Alive,Adult,"New/Initial Capture",38.787955,-77.799612,5,4296969,256833,18S,a0e586b2-9db5-493a-ac26-a825518b0b07_1682608642.jpg,a0e586b2-9db5-493a-ac26-a825518b0b07_1682608652.jpg,129,111,66,505,10,12,NA,Healthy,Carapace,,"Missing N scute",Normal,,"Mature Forest","Leaf litter",,"20+ m","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
a71f4a1b-1811-4646-8d78-56595703e6a0,2023-04-27T14:46:56.639Z,2023-04-29T18:26:12.000Z,maxearle32@gmail.com,"Male 253",Clifton,"Search-Encounter (SCR Method)",1,04/27/2023,10:37,2,MPE,1,Male,253,Alive,Adult,"New/Initial Capture",38.784346,-77.800335,5,4296570,256758,18S,a71f4a1b-1811-4646-8d78-56595703e6a0_1682606534.jpg,a71f4a1b-1811-4646-8d78-56595703e6a0_1682606542.jpg,131,104,59,380,90,4,NA,Healthy,None,,,Normal,,"Early successional forest",Grasses,,"1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
261576ea-2bc7-4a26-aca9-30e4a196ab57,2023-04-26T20:19:31.811Z,2023-04-27T00:08:58.000Z,maxearle32@gmail.com,"Female 2009",SCBI,"Search-Encounter (SCR Method)",2,04/26/2023,16:05,4,MPE,2,Female,2009,Alive,Adult,"New/Initial Capture",38.904005,-78.160197,5,4309958,746256,17S,261576ea-2bc7-4a26-aca9-30e4a196ab57_1682539917.jpg,261576ea-2bc7-4a26-aca9-30e4a196ab57_1682539932.jpg,142,112,70,638,40,14,NA,Healthy,None,,,Normal,,"Mature Forest",Bushes/Shrubs,"In leaf litter under bushes",NA,Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Given transmitter 165.281, new weight: 645"
47d5c78c-db66-4b9f-a480-99727ec57724,2023-04-26T19:48:15.359Z,2023-04-27T00:08:56.000Z,maxearle32@gmail.com,"Male 2008",SCBI,"Search-Encounter (SCR Method)",2,04/26/2023,15:35,4,MPE,1.5,Male,2008,Alive,Adult,"New/Initial Capture",38.902644,-78.160357,5,4309806,746247,17S,47d5c78c-db66-4b9f-a480-99727ec57724_1682538294.jpg,47d5c78c-db66-4b9f-a480-99727ec57724_1682538306.jpg,130,109,64,485,5,10,NA,Healthy,Carapace,No,"Chipping on front marginals",Normal,,"Mature Forest","Leaf litter",,NA,"In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
89f8b38b-5701-4725-8378-0aa9a62f01c6,2023-04-21T15:46:17.546Z,2023-04-21T17:43:57.000Z,turtleconservationecology@gmail.com,"Female 270",Clifton,"Search-Encounter (SCR Method)",1,04/21/2023,11:32,1,"Jess Meck",1,Female,270,Alive,Adult,"New/Initial Capture",38.785741,-77.799305,5,4296722,256852,18S,89f8b38b-5701-4725-8378-0aa9a62f01c6_1682091711.jpg,89f8b38b-5701-4725-8378-0aa9a62f01c6_1682091748.jpg,110,97,60,360,75,7,Unknown,Healthy,Carapace,No,"damage to 1st and 2nd L and R marginals",Normal,"Abnormal carapace shaped, taller posterior","Mature Forest","Leaf litter",,"20+ m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Could be a male? Very slight indentation in plastron and red eyes"
3a85c158-04b4-450c-b827-0c1f7d278eac,2023-04-21T15:44:34.441Z,2023-04-22T14:32:01.000Z,maxearle32@gmail.com,"Male 252",Clifton,"Search-Encounter (SCR Method)",1,04/21/2023,23:30,1,MPE,2,Male,252,Alive,Adult,"New/Initial Capture",38.785327,-77.799516,5,4296677,256833,18S,3a85c158-04b4-450c-b827-0c1f7d278eac_1682091642.jpg,3a85c158-04b4-450c-b827-0c1f7d278eac_1682091650.jpg,130,104,61,403,40,12,NA,Healthy,None,No,,,,"Mature Forest","Leaf litter","Halfway in form coming out of leaf litter","11-15 m","In form, Active",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
68b31038-0f63-4916-94e4-eb725d180ae9,2023-04-21T15:16:07.022Z,2023-04-21T17:43:53.000Z,turtleconservationecology@gmail.com,"Male 94",Clifton,"Search-Encounter (SCR Method)",1,04/21/2023,11:07,1,JRM,0,Male,94,Alive,Adult,Recapture,38.78673,-77.799485,5,4296833,256840,18S,68b31038-0f63-4916-94e4-eb725d180ae9_1682089863.jpg,68b31038-0f63-4916-94e4-eb725d180ae9_1682089883.jpg,130,108,60,409,40,10,NA,Healthy,,No,,Normal,,"Mature Forest","Leaf litter",,"20+ m","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
932a016d-c25c-4209-8136-f95d0d72a096,2023-04-21T14:47:49.558Z,2023-04-21T17:43:51.000Z,turtleconservationecology@gmail.com,"Male 251",Clifton,"Search-Encounter (SCR Method)",1,04/21/2023,10:36,1,"Jess Meck",1,Male,251,Alive,Adult,"New/Initial Capture",38.78796,-77.800335,5,4296971,256770,18S,932a016d-c25c-4209-8136-f95d0d72a096_1682088109.jpg,932a016d-c25c-4209-8136-f95d0d72a096_1682088122.jpg,125,106,64,455,85,10,NA,"Healthy, Swelling of eyes or throat",Eye,No,"Slightly swollen R eyelid",Normal,"5th vertebral slightly deformed","Mature Forest","Leaf litter",,"11-15 m",Alert,"Very active when handling","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
2bceb04b-6e06-450d-8dde-2590804e4578,2023-04-21T13:41:40.585Z,2023-04-22T14:31:59.000Z,maxearle32@gmail.com,"Male 250",Clifton,"Search-Encounter (SCR Method)",1,04/21/2023,09:35,1,MPE,1,Male,250,Alive,Adult,"New/Initial Capture",38.78304,-77.800799,5,4296427,256713,18S,2bceb04b-6e06-450d-8dde-2590804e4578_1682084299.jpg,2bceb04b-6e06-450d-8dde-2590804e4578_1682084308.jpg,134,98,57,400,95,4,NA,Healthy,,,,"Irregular (Specify)","6V
13L marginal
13R marginal","Open Field/Meadow",Bushes/Shrubs,,"1-5 m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
6af00d76-5f11-446c-be14-b8c6d74782bb,2023-04-19T14:30:46.562Z,2023-04-19T16:34:41.000Z,maxearle32@gmail.com,Male,SCBI,"Search-Encounter (SCR Method)",2,04/19/2023,10:26,3,EIK,1,Male,,Dead,Adult,"New/Initial Capture",38.900847,-78.162661,5,4309601,746054,17S,6af00d76-5f11-446c-be14-b8c6d74782bb_1681914551.jpg,6af00d76-5f11-446c-be14-b8c6d74782bb_1681914578.jpg,,,,,,,,,,,,,,"Mature Forest","Downed tree/log","Wedged into log tipup",NA,,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
e5e7c2a6-c3b9-4d45-a3f4-1b2fd139afcc,2023-04-18T18:09:00.963Z,2023-04-19T12:48:42.000Z,maxearle32@gmail.com,"Male 4000",Raines,Incidental,1,04/18/2023,13:55,0,MPE,5.1,Male,4000,Alive,Adult,"New/Initial Capture",38.641548,-78.135464,5,4280893,749314,17S,e5e7c2a6-c3b9-4d45-a3f4-1b2fd139afcc_1681840736.jpg,e5e7c2a6-c3b9-4d45-a3f4-1b2fd139afcc_1681840761.jpg,131,101,58,428,10,12,NA,Healthy,Carapace,Unknown,"Damage to PL1&2, V1&V3, RP2",Normal,,"Early successional forest","Leaf litter",,"1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
400187b9-7a5f-42ec-89f8-411c966b60b8,2023-04-16T18:44:16.816Z,2023-04-17T13:27:40.000Z,maxearle32@gmail.com,"Female 2007",SCBI,"Track only","Not Applicable",04/16/2023,14:30,,MPE,2,Female,2007,Alive,Adult,"New/Initial Capture",38.900611,-78.148654,5,4309612,747269,17S,400187b9-7a5f-42ec-89f8-411c966b60b8_1681670507.jpg,400187b9-7a5f-42ec-89f8-411c966b60b8_1681670532.jpg,131,99,64,520,80,6,Unknown,Healthy,"Plastron, Carapace",No,"Chipping between AB’s and of left AN and FE scutes, missing small bit of keratin in 3rd right plural","Irregular (Specify)","13 left M’s and 6 V’s",Scrub/Shrub,Bushes/Shrubs,,"1-5 m",Feeding/Foraging,"Was heard in bushes, had food covering mouth when spotted","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Lacks strong signs for sex, labeled as female"
a543f1ba-a5ef-402e-b06d-6b3a371cc805,2023-04-16T18:20:53.756Z,2023-04-17T13:27:37.000Z,maxearle32@gmail.com,Unknown,SCBI,Incidental,"Not Applicable",04/16/2023,14:15,,MPE,1,Unknown,,Dead,Adult,"New/Initial Capture",38.90026,-78.148858,5,4309573,747253,17S,a543f1ba-a5ef-402e-b06d-6b3a371cc805_1681669158.jpg,a543f1ba-a5ef-402e-b06d-6b3a371cc805_1681669165.jpg,,,,,,,,,,,,Normal,,"Open Field/Meadow",Bushes/Shrubs,,"1-5 m",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Found upside down just off driving path"
8ac9150d-5e14-49c6-8bf5-b2681e88dc45,2023-04-16T15:34:22.198Z,2023-04-17T13:27:36.000Z,maxearle32@gmail.com,"Female 2006",SCBI,"Search-Encounter (SCR Method)",2,04/16/2023,11:25,2,"MPE, JRM",5.3,Female,2006,Alive,Adult,"New/Initial Capture",38.903923,-78.161093,5,4309946,746179,17S,8ac9150d-5e14-49c6-8bf5-b2681e88dc45_1681659074.jpg,8ac9150d-5e14-49c6-8bf5-b2681e88dc45_1681659086.jpg,124,102,69,520,75,8,Unknown,Healthy,"Plastron, Carapace",No,"1R marginal knocked out. Small piece of R femoral plastron gone. See photos.",Normal,,"Mature Forest","Leaf litter",,NA,Alert,"Had food on beak","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Given transmitter 165.420, new weight: 528"
253e4590-6e2b-49d6-829a-d0636adfab68,2023-04-16T15:18:57.885Z,2023-04-17T13:27:34.000Z,maxearle32@gmail.com,"Male 2005",SCBI,"Search-Encounter (SCR Method)",2,04/16/2023,11:05,2,"MPE, JRM",4,Male,2005,Alive,Adult,"New/Initial Capture",38.904272,-78.161063,5,4309985,746180,17S,253e4590-6e2b-49d6-829a-d0636adfab68_1681658065.jpg,253e4590-6e2b-49d6-829a-d0636adfab68_1681658074.jpg,124,100,57,345,5,10,NA,Healthy,None,No,,Normal,,Scrub/Shrub,Bushes/Shrubs,,,Fighting,"Was being mounted by larger male M2004","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
c8f80f54-04c1-40a3-b891-61b68c0137de,2023-04-16T15:17:54.871Z,2023-04-16T17:37:55.000Z,turtleconservationecology@gmail.com,"Male 2004",SCBI,"Search-Encounter (SCR Method)",2,04/16/2023,11:08,2,"Max Earle, Jess Meck",4,Male,2004,Alive,Adult,"New/Initial Capture",38.904295,-78.161069,5,4309988,746180,17S,c8f80f54-04c1-40a3-b891-61b68c0137de_1681657941.jpg,c8f80f54-04c1-40a3-b891-61b68c0137de_1681657952.jpg,139,109,62,450,25,13,NA,Healthy,Carapace,No,"Nuchal and 1 R marginal chipped out",Normal,,Scrub/Shrub,Bushes/Shrubs,,NA,Fighting,"With Male 2005. M2004 was mounted on M2005","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
fd90fa1b-7895-4d37-bbc6-9ffbaa0d8054,2023-04-16T13:51:29.713Z,2023-04-16T17:37:53.000Z,turtleconservationecology@gmail.com,"Male 2003",SCBI,Incidental,2,04/16/2023,09:44,2,"Jess Meck, Max Earle",11,Male,2003,Alive,Adult,"New/Initial Capture",38.904904,-78.159441,6,4310060,746319,17S,fd90fa1b-7895-4d37-bbc6-9ffbaa0d8054_1681652872.jpg,fd90fa1b-7895-4d37-bbc6-9ffbaa0d8054_1681652883.jpg,140,104,60,475,99,0,NA,Healthy,,No,,Normal,,"Mature Forest",Road/Footpath,,NA,Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
2a473e85-fa51-4fad-8718-206ab6ddfad5,2023-04-15T17:18:21.964Z,2023-04-16T01:15:08.000Z,maxearle32@gmail.com,"Male 1008",Myers,"Search-Encounter (SCR Method)",1,04/15/2023,13:05,1,MPE,2.5,Male,1008,Alive,Adult,"New/Initial Capture",39.283057,-78.22486,5,4351860,739362,17S,2a473e85-fa51-4fad-8718-206ab6ddfad5_1681578749.jpg,2a473e85-fa51-4fad-8718-206ab6ddfad5_1681578759.jpg,143,111,61,515,5,10,NA,Healthy,Carapace,No,"Missing nucal scute","Irregular (Specify)","Strange wave pattern on AB and below and off centered plastron seem","Early successional forest","Downed tree/log","Coming out of brumation spot at base of downed tree","20+ m","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
c26b8c45-faa3-4130-bf61-59155fc59667,2023-04-14T15:51:06.049Z,2023-04-16T01:15:06.000Z,maxearle32@gmail.com,Male,SCBI,"Search-Encounter (SCR Method)",1,04/14/2023,11:47,1,"MPE, EIK",2,Male,,Dead,Adult,"New/Initial Capture",38.895713,-78.150828,5,4309063,747098,17S,c26b8c45-faa3-4130-bf61-59155fc59667_1681487354.jpg,c26b8c45-faa3-4130-bf61-59155fc59667_1681487347.jpg,,,,,,,,,,,"Found deceased on edge of pond, no visible signs of injury on carapace or plastron",Normal,,Scrub/Shrub,"Seep/Wet area","In seep on edge of pond",NA,,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
def2b5c7-b481-417a-9ace-770a7efac2fe,2023-04-13T15:44:10.102Z,2023-04-13T17:07:38.000Z,turtleconservationecology@gmail.com,"Male 2002",SCBI,"Search-Encounter (SCR Method)",2,04/13/2023,11:35,1,"Sarah Broadway",1,Male,2002,Alive,Adult,"New/Initial Capture",38.903441,-78.160247,5,4309895,746254,17S,def2b5c7-b481-417a-9ace-770a7efac2fe_1681400591.jpg,def2b5c7-b481-417a-9ace-770a7efac2fe_1681400603.jpg,136,104,59,465,80,12,,Healthy,Carapace,No,"Keratin is peeling on 1st and 5th vertebral and 4th R plural",Normal,,Scrub/Shrub,Bushes/Shrubs,,Unknown,Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Radio tagged. 165.210. Weight 467"
97a4c02e-7753-45fa-a736-b360d59631a2,2023-04-13T15:06:28.331Z,2023-04-16T01:15:04.000Z,maxearle32@gmail.com,"Male 2001",SCBI,"Search-Encounter (SCR Method)",2,04/13/2023,10:45,1,JRM,1.5,Male,2001,Alive,Adult,"New/Initial Capture",38.902834,-78.160146,5,4309828,746265,17S,97a4c02e-7753-45fa-a736-b360d59631a2_1681398468.jpg,97a4c02e-7753-45fa-a736-b360d59631a2_1681398475.jpg,131,103,61,480,80,6,NA,Healthy,None,No,,Normal,,"Mature Forest","Leaf litter","Coming out of form",NA,Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Given transmitter 165.110 new weight 485"
e4260a51-4d65-4746-a72a-7ce14aaa905d,2023-04-11T20:00:00.780Z,2023-04-13T00:33:54.000Z,maxearle32@gmail.com,"Male 2000",SCBI,Incidental,2,04/11/2023,15:55,0,"MPE, EIK",1,Male,2000,Alive,Adult,"New/Initial Capture",38.904765,-78.160976,5,4310040,746186,17S,e4260a51-4d65-4746-a72a-7ce14aaa905d_1681245148.jpg,e4260a51-4d65-4746-a72a-7ce14aaa905d_1681245167.jpg,123,101,63,375,10,15,No,Healthy,,No,,Normal,,"Mature Forest",Bushes/Shrubs,,NA,"In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Given SMSC transmitter: 165.140 new weight: 380g"
